title,category,date,download_url,download_title
Letter to Governor Rosselló and the Presidents of the Senate and the House of Representatives Regarding Revisions to the Fiscal Plan. Includes Appendixes A (Letter from FAFAA) and B (Unanimous Consent from the Board).,Document,2017-06-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5931f0e61a0ce.pdf,Letter to Governor Rosselló and the Presidents of the Senate and the House of Representatives Regarding Revisions to the Fiscal Plan. Includes Appendixes A (Letter from FAFAA) and B (Unanimous Consent from the Board)..pdf
"ESC Group, Inc. Contract Extension",Document,2017-06-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f85f85ea5.pdf,"ESC Group, Inc. Contract Extension.pdf"
General Release Regarding Natalie Jaresko's participation in the PR Manufacturers Association Convention,General Release,2017-06-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5930528893de4.pdf,General Release Regarding Natalie Jaresko's participation in the PR Manufacturers Association Convention.pdf
Addendum - Request for Proposals from Stateside Public Relations Firms,Document,2017-05-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/592d9aa85fff0.pdf,Addendum - Request for Proposals from Stateside Public Relations Firms.pdf
General Release Regarding the Meeting Between the Board and the UPR Students Representatives,General Release,2017-05-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5925abdf8cf32.pdf,General Release Regarding the Meeting Between the Board and the UPR Students Representatives.pdf
General Release Regarding the Filing of Title III for PRHTA and ERS,General Release,2017-05-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5923379dd9dfc.pdf,General Release Regarding the Filing of Title III for PRHTA and ERS.pdf
General Release Regarding the Request for Proposals from Stateside Public Relations Firms,General Release,2017-05-16 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/591b831ba9ac7.pdf,General Release Regarding the Request for Proposals from Stateside Public Relations Firms.pdf
Request for Proposals - Stateside Public Relations Firm,Document,2017-05-16 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/591b7c8518cd6.pdf,Request for Proposals - Stateside Public Relations Firm.pdf
"Engagement Letter Bernstein, Shur, Sawyer & Nelson as Fee Examiner for the Oversight Board",Document,2017-05-15 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5919e582cb338.pdf,"Engagement Letter Bernstein, Shur, Sawyer & Nelson as Fee Examiner for the Oversight Board.pdf"
"Letter to the Governor, Presidents of the Senate and House of Representatives regarding the Budget",Document,2017-05-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/591104bb9b35f.pdf,"Letter to the Governor, Presidents of the Senate and House of Representatives regarding the Budget.pdf"
Prime Clerk LLC Engagement Agreement,Document,2017-05-05 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590d1171e0b54.pdf,Prime Clerk LLC Engagement Agreement.pdf
Public Release - FOMBPR certifies COFINA Title III Filing,General Release,2017-05-05 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/590d1018bb57f.pdf,Public Release - FOMBPR certifies COFINA Title III Filing.pdf
Final Fiscal Plan - PR Electric Power Authority,Document,2017-05-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590a2c5d7d41d.pdf,Final Fiscal Plan - PR Electric Power Authority.pdf
Final Fiscal Plan - Government Development Bank,Document,2017-05-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590a1401cb012.pdf,Final Fiscal Plan - Government Development Bank.pdf
General Release Regarding the Certification of Tittle III Filings,General Release,2017-05-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/590a09096cd13.pdf,General Release Regarding the Certification of Tittle III Filings.pdf
Resolutions Taken on PRASA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a503c3b.pdf,Resolutions Taken on PRASA's Fiscal Plan.pdf
Resolutions Taken on PREPA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a5960ce.pdf,Resolutions Taken on PREPA's Fiscal Plan.pdf
Resolutions Taken on PRHTA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a5df727.pdf,Resolutions Taken on PRHTA's Fiscal Plan.pdf
Resolutions Taken on GDB's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a491517.pdf,Resolutions Taken on GDB's Fiscal Plan.pdf
Letter to Governor Rosselló Regarding the Certification of PREPA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a2472f0.pdf,Letter to Governor Rosselló Regarding the Certification of PREPA's Fiscal Plan.pdf
Letter to Governor Rosselló Regarding the Certification of PRHTA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a291e5a.pdf,Letter to Governor Rosselló Regarding the Certification of PRHTA's Fiscal Plan.pdf
Letter to Governor Rosselló Regarding the Certification of PRASA's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a132a70.pdf,Letter to Governor Rosselló Regarding the Certification of PRASA's Fiscal Plan.pdf
Final Fiscal Plan - PR Highway and Transportation Authority,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926a0c0a17.pdf,Final Fiscal Plan - PR Highway and Transportation Authority.pdf
Letter to Governor Rosselló Regarding the Certification of GDB's Fiscal Plan,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5909269e031e1.pdf,Letter to Governor Rosselló Regarding the Certification of GDB's Fiscal Plan.pdf
Final Fiscal Plan - PR Aqueduct and Sewer Authority,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590926959fd29.pdf,Final Fiscal Plan - PR Aqueduct and Sewer Authority.pdf
Lease Agreement for the Board's Office in New York,Document,2017-05-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59088a7e7116a.pdf,Lease Agreement for the Board's Office in New York.pdf
Andrew Wolf Contract - Third Assignment,Document,2017-05-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5968dd6f6b786.pdf,Andrew Wolf Contract - Third Assignment.pdf
General Public Release Regarding the Conclusion of the Seventh Public Meeting,General Release,2017-04-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/59038875564de.pdf,General Public Release Regarding the Conclusion of the Seventh Public Meeting.pdf
Resolutions Adopted by the Board on its Seventh Public Meeting,Document,2017-04-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/590378fc65344.pdf,Resolutions Adopted by the Board on its Seventh Public Meeting.pdf
Fiscal Plan - PR Highway and Transportation Authority,Document,2017-04-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59037737859d2.pdf,Fiscal Plan - PR Highway and Transportation Authority.pdf
Fiscal Plan - Government Development Bank,Document,2017-04-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59035b77d49f6.pdf,Fiscal Plan - Government Development Bank.pdf
Fiscal Plan - PR Aqueduct and Sewer Authority,Document,2017-04-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/59035add12eb9.pdf,Fiscal Plan - PR Aqueduct and Sewer Authority.pdf
Pre Registration Application and Instructions to Attend the Board's Seventh Public Meeting,Document,2017-04-25 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ffd60f6e2d9.pdf,Pre Registration Application and Instructions to Attend the Board's Seventh Public Meeting.pdf
General Release Regarding the Board's Seventh Public Meeting,General Release,2017-04-25 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58ffcfd3db401.pdf,General Release Regarding the Board's Seventh Public Meeting.pdf
Response to 4.7.2017 Letter from Senators Tillis and Cotton,Document,2017-04-25 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ffadd569e07.pdf,Response to 4.7.2017 Letter from Senators Tillis and Cotton.pdf
"Pension Trustee Advisors, Inc. Contract",Document,2017-04-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58fb9932817e0.pdf,"Pension Trustee Advisors, Inc. Contract.pdf"
Critical Projects Program Presentation - Title V of PROMESA - P3 Summit,Document,2017-04-21 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58fa1816b8ebb.pdf,Critical Projects Program Presentation - Title V of PROMESA - P3 Summit.pdf
General Release Regarding Meetings Between the Executive Director and Various Government of Puerto Rico Officials,General Release,2017-04-19 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58f7ef3285bef.pdf,General Release Regarding Meetings Between the Executive Director and Various Government of Puerto Rico Officials.pdf
"Unanimous Written Consent Regarding the Certification of the Fiscal Plan, As Corrected",Document,2017-04-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596e54084a951.pdf,"Unanimous Written Consent Regarding the Certification of the Fiscal Plan, As Corrected.pdf"
Certified Commonwealth Fiscal Plan With Corrections (marked in red),Document,2017-04-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58f614498b647.pdf,Certified Commonwealth Fiscal Plan With Corrections (marked in red).pdf
Board Resolution - Certification of the Commonwealth Fiscal Plan,Document,2017-04-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58f614484710d.pdf,Board Resolution - Certification of the Commonwealth Fiscal Plan.pdf
Certified Commonwealth Fiscal Plan With Corrections,Document,2017-04-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58f614473f619.pdf,Certified Commonwealth Fiscal Plan With Corrections.pdf
Letter to Governor Ricardo Rosselló Regarding Corrections to the Commonwealth Fiscal Plan,Document,2017-04-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58f613850671f.pdf,Letter to Governor Ricardo Rosselló Regarding Corrections to the Commonwealth Fiscal Plan.pdf
"Miranda Cruz & Associates, PSC Contract",Document,2017-04-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f5e79b1f8.pdf,"Miranda Cruz & Associates, PSC Contract.pdf"
Ernst & Young Amended Contract,Document,2017-04-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f5e285b93.pdf,Ernst & Young Amended Contract.pdf
"Pension Trustee Advisors, Inc. Revised Contract",Document,2017-04-15 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f5e64b05b.pdf,"Pension Trustee Advisors, Inc. Revised Contract.pdf"
Request for Proposals for the Selection of a Certified Public Accountants Firm to Audit the Board's Financial Statements,Document,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ed5ebdacc32.pdf,Request for Proposals for the Selection of a Certified Public Accountants Firm to Audit the Board's Financial Statements.pdf
General Release Regarding the Request for Proposals for a Certified Public Accountants Firm,General Release,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58ed5e82105af.pdf,General Release Regarding the Request for Proposals for a Certified Public Accountants Firm.pdf
Request for Proposals for the Selection of a Professional Fee Examiner,Document,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ecb3da10605.pdf,Request for Proposals for the Selection of a Professional Fee Examiner.pdf
Steven S. McMillin Contract - Amended,Document,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ecb37a1c77a.pdf,Steven S. McMillin Contract - Amended.pdf
Employment Agreement - Ramón Ruiz Comas,Document,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ecb36bd60f6.pdf,Employment Agreement - Ramón Ruiz Comas.pdf
Financial Information - Jaime El Koury,Document,2017-04-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ecb2d390f50.pdf,Financial Information - Jaime El Koury.pdf
Letter to Governor Ricardo Rosselló Regarding the Government of Puerto Rico Budget Timeline,Document,2017-04-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58e7fba953371.pdf,Letter to Governor Ricardo Rosselló Regarding the Government of Puerto Rico Budget Timeline.pdf
GEC Risk Advisory LLC Contract,Document,2017-03-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58dd9181ac8b8.pdf,GEC Risk Advisory LLC Contract.pdf
Letter to the U.S. Small Business Administration Regarding  the Designation of HUBZones. PROMESA Section 412(1)(b).,Document,2017-03-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58dc5ab0cacb6.pdf,Letter to the U.S. Small Business Administration Regarding  the Designation of HUBZones. PROMESA Section 412(1)(b)..pdf
Pre Registration Instructions and Form to Attend the Board's Sixth Public Meeting,Document,2017-03-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58dc1ce40fd16.pdf,Pre Registration Instructions and Form to Attend the Board's Sixth Public Meeting.pdf
General Release Announcing the Board's Sixth Meeting,General Release,2017-03-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58d9a17c0396a.pdf,General Release Announcing the Board's Sixth Meeting.pdf
Unanimous Written Consent Regarding the Appointment of Executive Director,Document,2017-03-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d937a40f85a.pdf,Unanimous Written Consent Regarding the Appointment of Executive Director.pdf
Employment Agreement - Natalie Jaresko,Document,2017-03-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d937a2878c3.pdf,Employment Agreement - Natalie Jaresko.pdf
"Lease Agreement for the Board's Offices at the World Plaza Bldg., Hato Rey",Document,2017-03-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d935f33553a.pdf,"Lease Agreement for the Board's Offices at the World Plaza Bldg., Hato Rey.pdf"
Letter to Governor Ricardo Rosselló Regarding New Legislation Approved by the Legislative Assembly,Document,2017-03-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d935dc19aba.pdf,Letter to Governor Ricardo Rosselló Regarding New Legislation Approved by the Legislative Assembly.pdf
General Release Regarding the Appointment of the Board's Executive Director,General Release,2017-03-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58d43044dd5dc.pdf,General Release Regarding the Appointment of the Board's Executive Director.pdf
"José B. Carrión Testimony Before the Indian, Insular and Alaska Native Affairs Subcommittee of the U.S. House of Representatives",Document,2017-03-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d3e08500d9e.pdf,"José B. Carrión Testimony Before the Indian, Insular and Alaska Native Affairs Subcommittee of the U.S. House of Representatives.pdf"
"Ana J. Matosantos Testimony Before the Indian, Insular and Alaska Native Affairs Subcommittee of the U.S. House of Representatives",Document,2017-03-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d3e084e91d4.pdf,"Ana J. Matosantos Testimony Before the Indian, Insular and Alaska Native Affairs Subcommittee of the U.S. House of Representatives.pdf"
Amended McKinsey & Company Contract,Document,2017-03-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d2e270132f9.pdf,Amended McKinsey & Company Contract.pdf
Second Contract - Andrew Wolfe,Document,2017-03-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58d2e2614e943.pdf,Second Contract - Andrew Wolfe.pdf
Letter to Governor Rosselló with the Final Certification of the Government of Puerto Rico Fiscal Plan,Document,2017-03-15 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/596e260670726.pdf,Letter to Governor Rosselló with the Final Certification of the Government of Puerto Rico Fiscal Plan.pdf
Commonwealth Fiscal Plan,Document,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c71815e9d43.pdf,Commonwealth Fiscal Plan.pdf
Statement of the Board on Certification of the Fiscal Plan,Document,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c6e4e543444.pdf,Statement of the Board on Certification of the Fiscal Plan.pdf
General Release Regarding the Board's Fifth Meeting,General Release,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58c6e47508b7a.pdf,General Release Regarding the Board's Fifth Meeting.pdf
Resolution - Fiscal Plan Certification,Document,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c6e140a43d4.pdf,Resolution - Fiscal Plan Certification.pdf
Resolution - Budget Timeline,Document,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c6e13f5a64b.pdf,Resolution - Budget Timeline.pdf
Fiscal Plan Amendments Summary,Document,2017-03-13 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c6e13e442a6.pdf,Fiscal Plan Amendments Summary.pdf
Letter to Gov Rossello Nevares March 9 2017,Document,2017-03-09 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c1e7d75ab33.pdf,Letter to Gov Rossello Nevares March 9 2017.pdf
Report by Ernst & Young on the Government’s Bridge Between the 2014 Audited Financial Statements and the 2017 Baseline Numbers (Short Version),Document,2017-03-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c03d8708398.pdf,Report by Ernst & Young on the Government’s Bridge Between the 2014 Audited Financial Statements and the 2017 Baseline Numbers (Short Version).pdf
Report by Ernst & Young on the Government’s Bridge Between the 2014 Audited Financial Statements and the 2017 Baseline Numbers,Document,2017-03-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c03d8717bcb.pdf,Report by Ernst & Young on the Government’s Bridge Between the 2014 Audited Financial Statements and the 2017 Baseline Numbers.pdf
Letter Sent to Governor Rosselló on the Topic of Liquidity,Document,2017-03-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58c0383a33833.pdf,Letter Sent to Governor Rosselló on the Topic of Liquidity.pdf
General Release Regarding Letter Sent to Governor Rosselló on the Topic of Liquidity,General Release,2017-03-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58c037d73ae25.pdf,General Release Regarding Letter Sent to Governor Rosselló on the Topic of Liquidity.pdf
General Release Regarding the Financial Disclosures of the Interim Executive Director,General Release,2017-03-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58bf46463c824.pdf,General Release Regarding the Financial Disclosures of the Interim Executive Director.pdf
Instructions and Registration Form to Attend the Board's Fifth Meeting,Document,2017-03-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58bf0dea216f8.pdf,Instructions and Registration Form to Attend the Board's Fifth Meeting.pdf
General Release Regarding the Board's Fifth Meeting,General Release,2017-03-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58bf09b15ecb1.pdf,General Release Regarding the Board's Fifth Meeting.pdf
"Board's Code of Conduct as of Jan. 28, 2017",Document,2017-03-06 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58bdc971e9003.pdf,"Board's Code of Conduct as of Jan. 28, 2017.pdf"
Fiscal Plan Submitted by the Government of Puerto Rico,Document,2017-03-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b79bb6009fd.pdf,Fiscal Plan Submitted by the Government of Puerto Rico.pdf
General Release Regarding the Submission of the Fiscal Plan by the Government of Puerto Rico,General Release,2017-03-01 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58b6db7c47c02.pdf,General Release Regarding the Submission of the Fiscal Plan by the Government of Puerto Rico.pdf
Financial Information - Elías Sánchez,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6426795c8e.pdf,Financial Information - Elías Sánchez.pdf
General Release Regarding the Publication of Executed Contracts and Members' Financial Information,General Release,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58b634b9e1a63.pdf,General Release Regarding the Publication of Executed Contracts and Members' Financial Information.pdf
Financial Information - Ramón Ruiz Comas,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b622426ec7f.pdf,Financial Information - Ramón Ruiz Comas.pdf
Financial Information - José R. González,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b62238dd39b.pdf,Financial Information - José R. González.pdf
Financial Information - José B. Carrión,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222e15b1f.pdf,Financial Information - José B. Carrión.pdf
Financial Information - David Skeel,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222e882e6.pdf,Financial Information - David Skeel.pdf
Financial Information - Carlos García,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222c24d69.pdf,Financial Information - Carlos García.pdf
Financial Information - Arthur J. González,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222b44460.pdf,Financial Information - Arthur J. González.pdf
Financial Information - Ana Matosantos,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222bb81c8.pdf,Financial Information - Ana Matosantos.pdf
Financial Information - Andrew Biggs,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6222ae62fa.pdf,Financial Information - Andrew Biggs.pdf
Jayson O. Padilla Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b614228acc4.pdf,Jayson O. Padilla Contract.pdf
"Pension Trustee Advisors, Inc. Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b613c78e983.pdf,"Pension Trustee Advisors, Inc. Contract.pdf"
Stephen S. McMillin Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b613a7b70c5.pdf,Stephen S. McMillin Contract.pdf
"Forculus Strategic Communications, LLC Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6137d9480a.pdf,"Forculus Strategic Communications, LLC Contract.pdf"
"Luskin, Sten & Eisler, LLP Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6137910b5f.pdf,"Luskin, Sten & Eisler, LLP Contract.pdf"
Lighthouse Translations Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b61373b7169.pdf,Lighthouse Translations Contract.pdf
"Estudios Técnicos, Inc. Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6136f3fb08.pdf,"Estudios Técnicos, Inc. Contract.pdf"
ESC Group Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6136d9dbb2.pdf,ESC Group Contract.pdf
Acosta Ramirez Law Office Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b61366e20b3.pdf,Acosta Ramirez Law Office Contract.pdf
"Ernst & Young Puerto Rico, LLC Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b61338a2ea7.pdf,"Ernst & Young Puerto Rico, LLC Contract.pdf"
Jaime A. El Koury Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6130815b77.pdf,Jaime A. El Koury Contract.pdf
RCT Advisors Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b612eae3d79.pdf,RCT Advisors Contract.pdf
CITI Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6127137199.pdf,CITI Contract.pdf
Proskauer Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6126be2546.pdf,Proskauer Contract.pdf
Ramón Ruiz Comas Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6125dc5515.pdf,Ramón Ruiz Comas Contract.pdf
"O'Neill & Borges, LLC Contract",Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b612593b51a.pdf,"O'Neill & Borges, LLC Contract.pdf"
A&S; Legal Studio Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b61258120ee.pdf,A&S Legal Studio Contract.pdf
McKinsey & Company Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b61258c1088.pdf,McKinsey & Company Contract.pdf
Andrew Wolfe Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b6123530f54.pdf,Andrew Wolfe Contract.pdf
Heidrick & Struggles Contract,Document,2017-02-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5967f5e5058f3.pdf,Heidrick & Struggles Contract.pdf
"Board Bylaws (approved and amended Jan. 28, 2017)",Document,2017-02-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58b4ab70c6217.pdf,"Board Bylaws (approved and amended Jan. 28, 2017).pdf"
General Release Regarding the Appointment of the Chief Legal Officer,General Release,2017-02-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58af43e5b4534.pdf,General Release Regarding the Appointment of the Chief Legal Officer.pdf
General Release Regarding Availability of Spanish Translation of PROMESA Act,General Release,2017-02-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58ae0f379d41f.pdf,General Release Regarding Availability of Spanish Translation of PROMESA Act.pdf
PROMESA Act - Spanish Translation,Document,2017-02-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58ae0eaaeb4c2.pdf,PROMESA Act - Spanish Translation.pdf
General Release Regarding Submission of Fiscal Plans from Five of the Covered Entities,General Release,2017-02-22 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58adfc53bb34a.pdf,General Release Regarding Submission of Fiscal Plans from Five of the Covered Entities.pdf
"Appendix B - Board Bylaws (approved and amended) Jan. 28, 2017",Document,2017-02-15 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58a50051c7d53.pdf,"Appendix B - Board Bylaws (approved and amended) Jan. 28, 2017.pdf"
"Appendix A - Board Bylaws (approved and amended) Jan. 28, 2017",Document,2017-02-15 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58a50021b9bf6.pdf,"Appendix A - Board Bylaws (approved and amended) Jan. 28, 2017.pdf"
"Board Bylaws (approved and amended Jan. 28, 2017)",Document,2017-02-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58a373de55c44.pdf,"Board Bylaws (approved and amended Jan. 28, 2017).pdf"
